ID;Comment;Annot 3;Likes Count;Comment Timestamp;postTitle;Comment URL;Post URL;Annot 1;Annot 2;Final Annotation;Source
01JH5HF5Z8C5DV9K2E5CDTJ4E9;Rrenci baju;2;0.0;2025-01-09 12:43:45+00:00;"“Nuk po e japin garancinë që projekti të vazhdojë”/ Përparim Rama akuzon Qeverinë se po e bllokon projektin për Unazën e Kryeqytetit 

#kanal10";https://www.facebook.com/Kanal10.live/videos/1846938876148718/?comment_id=1122827502786200;https://www.facebook.com/Kanal10.live/videos/1846938876148718/;;;;KANAL_10
01JH5JDSF0E1A48XEY3W4DPXCB;KY academic I kanalizimit I mir esht;2;15.0;2025-01-09 13:00:28+00:00;"""Pa Albin Kurtin nuk do të ketë Kosovë, do të ketë Kosovë të coptume, me pjesën ma vitale të shtetit të Kosovës. Ajo Kosovë nuk na vynë neve.""";https://www.facebook.com/nacionalecom/posts/pfbid035iswZzNoN6tkCsrTWESyHfJ6k8FXKGKNrGr7EuTAiEoTUfjUh4yGF2PKiQGPwfkyl?comment_id=2054856204953192;https://www.facebook.com/nacionalecom/posts/pfbid035iswZzNoN6tkCsrTWESyHfJ6k8FXKGKNrGr7EuTAiEoTUfjUh4yGF2PKiQGPwfkyl;;;;NACIONALE
01JH5JH8SGD17JKW7DSMNC1S8W;Lej se edhe na pushojm disa dit prej rrenave.;2;0.0;2025-01-09 13:02:22+00:00;"""E ftojmë Lëvizjen Vetëvendosje që ta rishqyrtojë pozicionin e saj dhe t’u ofrojë mediave qasje të barabartë në fushatë.""";https://www.facebook.com/nacionalecom/posts/pfbid0QwG6eTVRK6S92ydMeDtQX4zsTsL8vnRNBTQ9b1wmqAw51b1irM7kssQUebmmntsal?comment_id=1158414012556590;https://www.facebook.com/nacionalecom/posts/pfbid02UUuHZd7nAC6frozFAEXCdr6VNSFWtd6MXQgBvWDr5zTD9ZMpQu1Hiv53VhM5sfVCl;;;;NACIONALE
01JH5M5HMRYQHRPMEK8J1731H4;Pse i kihet nana ska me ti dhane pytje qeta me mi ba .;2;0.0;2025-01-09 13:30:55+00:00;A e mbani mend kur Kurti e ftonte në debate Hashim Thaçin?;https://www.facebook.com/nacionalecom/posts/pfbid02Xo7UjZ6Dvw1X4Y38ZC6nq2wYKW6o9CqNvLPBGsPYwwRFGSYGyWDribuMUUjYThnrl?comment_id=1599263144029976;https://www.facebook.com/nacionalecom/posts/pfbid02Xo7UjZ6Dvw1X4Y38ZC6nq2wYKW6o9CqNvLPBGsPYwwRFGSYGyWDribuMUUjYThnrl;;;;NACIONALE
01JH5MN8JGATNEYF0VPE55607C;Skan qka me prezentu skan guxim per ballafaqim deshtime ne te gjitha segmentèt;2;0.0;2025-01-09 13:39:30+00:00;A e mbani mend kur Kurti e ftonte në debate Hashim Thaçin?;https://www.facebook.com/nacionalecom/posts/pfbid02Xo7UjZ6Dvw1X4Y38ZC6nq2wYKW6o9CqNvLPBGsPYwwRFGSYGyWDribuMUUjYThnrl?comment_id=1604125723804566;https://www.facebook.com/nacionalecom/posts/pfbid02Xo7UjZ6Dvw1X4Y38ZC6nq2wYKW6o9CqNvLPBGsPYwwRFGSYGyWDribuMUUjYThnrl;;;;NACIONALE
01JH5MQ540NQTQGVCM15DED5A7;Komisioni Qendror i Zgjedhjeve ku mund t'a shkarkojme fletevotimin, a keni ndonje link te fletevotimit origjinal ?!;0;0;2025-01-09 13:40:32+00:00;"Komisioni Qendror i Zgjedhjeve ka njoftuar individualisht të gjithë votuesit e regjistruar për të votuar përmes postës për procedurën e votimit. ✉️️

 Të gjithë shtetasit e Kosovës që janë regjistruar për të votuar përmes postës, për të dërguar pakon me fletëvotim në kutinë postare të KQZ-së në Kosovë ose në ndonjërën nga kutitë postare të KQZ-së jashtë Kosovës, duhet të ndjekin udhëzimet e KQZ-së për votimin përmes postës.

 Hapi 1: Plotësoni fletëvotimin
1️⃣ Shkarkoni dhe printoni fletëvotimin.

Në anën e majtë të fletëvotimit janë të renditura subjektet politike. ✅ Zgjidhni vetëm një subjekt politik.
Në anën e djathtë, mund të votoni deri në dhjetë kandidatë. 

2️⃣ Pasi të plotësoni fletëvotimin:
Paloseni fletëvotimin, vendoseni brenda zarfit dhe mbylleni zarfin.

❌ Mos shkruani asgjë mbi zarfin!

 Hapi 2: Dërgoni fletëvotimin

1️⃣ Printoni dëftesën e regjistrimit që e keni pranuar përmes email-it gjatë periudhës së regjistrimit.

2️⃣ Brenda zarfit të dytë, vendosni:
Zarfin e mbyllur me fletëvotimin e plotësuar.
 Dëftesën e regjistrimit.

3️⃣ Mbi zarfin e dytë:
Shënoni adresën e kutisë postare të KQZ-së (bashkangjitur në këtë email gjeni adresat e kutive postare të KQZ-së).
Vendosni një pullë postare. ✉️

4️⃣ Dërgojeni zarfin në postën më të afërt të shtetit ku jetoni. 

⚠️ Kujdes! Që fletëvotimi juaj të jetë i vlefshëm:
Dërgesa duhet të jetë individuale (nuk mund të përfshini fletëvotime për anëtarët e familjes apo persona të tjerë). 
Zarfi duhet të ketë pullën postare dhe të dërgohet nga shteti ku jeni regjistruar. ✅✈️";https://www.facebook.com/kqzkosova/posts/pfbid0284JHyab6cnq7faSaXTzCeXfzhNq6iLfjr1k4hfUf7Bd4p65HgEtZ8HXreWm45dHpl?comment_id=2288169941546712;https://www.facebook.com/kqzkosova/posts/pfbid0284JHyab6cnq7faSaXTzCeXfzhNq6iLfjr1k4hfUf7Bd4p65HgEtZ8HXreWm45dHpl;;;;KQZ
01JH5MXT0G8PV146BHQNXAVX2Y;Kanë frikë prej teje me gjasë!;0;0.0;2025-01-09 13:44:10+00:00;Ahmeti sqaron se pse Kanal10 nuk gjendet në listën e bojkotit të VV-së;https://www.facebook.com/Kanal10.live/posts/pfbid02zyfnuGSjsfoFGq7vq5JQgEEdXiavjQVfVzVohx8pyMHNFYdJC7hVtC4q7wMkbxANl?comment_id=586602037614617;https://www.facebook.com/Kanal10.live/posts/pfbid0w8E5ibWv2EPTNq9zMBYg2mMRmfKmwpQJC2LFnSXoeGJF6hJaTvKvbpTmgFnczVsjl;;;;KANAL_10
01JH5NM7S8Z5X7SW1V7YFQAMEN;Dy  vet  e nji njeri  kokan qaty;2;3.0;2025-01-09 13:56:25+00:00;Kusari-Lila mbledh partinë;https://www.facebook.com/nacionalecom/posts/pfbid0VNqQ5As6N2DSL4qJnToZHzq7SUY3NSzeJWw4aQERAi4eE5hzH15zhgy4Y25oEJDl?comment_id=1285140716151756;https://www.facebook.com/nacionalecom/posts/pfbid025WyYstNRmPR2nZKwJaw6pz4WVzdCRAgiYvqpGa5zEpeL6SfFp7pZ61xgtLSQCQgvl;;;;NACIONALE
01JH5NX8V86FZYYT6DGSEH854R;Nacionale.com  kishe pak njerz se me kan as qe kish shkru;0;0.0;2025-01-09 14:01:21+00:00;Kusari-Lila mbledh partinë;https://www.facebook.com/nacionalecom/posts/pfbid0VNqQ5As6N2DSL4qJnToZHzq7SUY3NSzeJWw4aQERAi4eE5hzH15zhgy4Y25oEJDl?comment_id=966706302091538;https://www.facebook.com/nacionalecom/posts/pfbid025WyYstNRmPR2nZKwJaw6pz4WVzdCRAgiYvqpGa5zEpeL6SfFp7pZ61xgtLSQCQgvl;;;;NACIONALE
01JH5PCJ3G54SRGBS9XZ4RZDVC;Te lumt zoti ramani kurtoviqi u me sindikaten e shkive kunder kosovs;2;0.0;2025-01-09 14:09:42+00:00;Rrahman Jasharaj: Qeveria Kurti na nxori si armiq të tyre, por ata vetë janë armiq të Sindikatave;https://www.facebook.com/nacionalevideosofficial/videos/1176177274074446/?comment_id=611254718028668;https://www.facebook.com/nacionalevideosofficial/videos/1176177274074446/;;;;NACIONALE
01JH5Q7JBRF3YZVJJSAVA3WZ4P;Sajë  përket cërnagorit me sy mbyllur në turmën e njerëzve e gjenë një më të mirë se ky rrenci mashtrusi dezertori shpifësi o të pa tru të vvc;2;1.0;2025-01-09 14:24:27+00:00;A e mbani mend kur Kurti e ftonte në debate Hashim Thaçin?;https://www.facebook.com/nacionalecom/posts/pfbid02Xo7UjZ6Dvw1X4Y38ZC6nq2wYKW6o9CqNvLPBGsPYwwRFGSYGyWDribuMUUjYThnrl?comment_id=452061974642571;https://www.facebook.com/nacionalecom/posts/pfbid02Xo7UjZ6Dvw1X4Y38ZC6nq2wYKW6o9CqNvLPBGsPYwwRFGSYGyWDribuMUUjYThnrl;;;;NACIONALE
01JH5QYGQR265X0CE32BGHMQQ3;A hajni I loderes;2;1.0;2025-01-09 14:36:59+00:00;"“Nuk po e japin garancinë që projekti të vazhdojë”/ Përparim Rama akuzon Qeverinë se po e bllokon projektin për Unazën e Kryeqytetit 

#kanal10";https://www.facebook.com/Kanal10.live/videos/1846938876148718/?comment_id=571163345902548;https://www.facebook.com/Kanal10.live/videos/1846938876148718/;;;;KANAL_10
01JH5R5JAGTMY4FFHWWKQTF51T;Sepse ky qaq rrenc e tradhtar qe eshte , vazhdon me i rrejt votues e vet.;2;8.0;2025-01-09 14:40:50+00:00;"Thaçit ia publikoi, pse Kurti të vetën jo? Letra e Maqedoncit dërguar KFOR-it ndez debat të madh

Artikulli në koment ";https://www.facebook.com/nacionalecom/posts/pfbid0XaLTrJKragghjCEvXD44ZYravY3Lw3ERsPsJCMujWM6odvXcrFgmJ3WoJYAUMZ9Vl?comment_id=403404629461471;https://www.facebook.com/nacionalecom/posts/pfbid02b7yemTxDRyAsEUtgF4qTiaUTrWgFFVdb6p6rFhcdmozeC391gBMhVZcr8Xk3Y17Kl;;;;NACIONALE
01JH5RDXX0VJ1GC1QGJ8AD67YY;Sepse jan far e flliq lista zdravo;2;7.0;2025-01-09 14:45:24+00:00;"Thaçit ia publikoi, pse Kurti të vetën jo? Letra e Maqedoncit dërguar KFOR-it ndez debat të madh

Artikulli në koment ";https://www.facebook.com/nacionalecom/posts/923790989936587?comment_id=1260925791682471;https://www.facebook.com/nacionalecom/posts/pfbid02b7yemTxDRyAsEUtgF4qTiaUTrWgFFVdb6p6rFhcdmozeC391gBMhVZcr8Xk3Y17Kl;;;;NACIONALE
01JH5RRET8N4YFB0X30DNKTWTG;kesaj qeverije te mashtrimit e te rrenes nuk i dhimbet djersa e popullit a mos po i dhan paret e veta;2;3.0;2025-01-09 14:51:09+00:00;"""Do të ketë pije e muzikë”: Ftesa që po marrin nxënësit e shkollave të mesme për tubimet e Kurtit

Lajmi në koment";https://www.facebook.com/nacionalecom/posts/pfbid0VvLgvvGrhq3yfunbbyGM4kcbuaA9gA6mvtwA8wtGtGwJJzYEyN5YaDvRy2kKCzSZl?comment_id=1111591787175111;https://www.facebook.com/nacionalecom/posts/pfbid02ZTysr5uDZ4YnLGsD66yUzpbe5eAxFnT6RZ8ohnFSA3ReHRxGJNkPBW67UiAJF4Mnl;;;;NACIONALE
01JH5RRMNR5CNZ9F0WJP9NQBSP;Plas thi t'i ushqejm qent;2;34.0;2025-01-09 14:51:15+00:00;"“Ekonomia zero – Pagat shkret”/ Matoshi ashpër krititikon punën e Qeverisë Kurti 

#kanal10 #politko";https://www.facebook.com/Kanal10.live/videos/1619663191969035/?comment_id=471791042366905;https://www.facebook.com/Kanal10.live/videos/1619663191969035/;;;;KANAL_10
01JH5RW9VRRD19KD8QP9ACVRQ0;Euu ku je Gargamell , ka I ki shtrumfat , qyp atje;2;16.0;2025-01-09 14:53:15+00:00;"“Ekonomia zero – Pagat shkret”/ Matoshi ashpër krititikon punën e Qeverisë Kurti 

#kanal10 #politko";https://www.facebook.com/Kanal10.live/videos/1619663191969035/?comment_id=517267354035361;https://www.facebook.com/Kanal10.live/videos/1619663191969035/;;;;KANAL_10
01JH5S22E0C425SW64Z3NTNXJG;"Sepse Thaqi ska vepru vetëm për interesa personale apo për mi përqa shqiptarët.
Kurse bin tradhtari eka interesin në përqarjën e shqiptarve për tja lehtësu /munsu shkatrrimin e shtetit!";2;9.0;2025-01-09 14:56:24+00:00;"Thaçit ia publikoi, pse Kurti të vetën jo? Letra e Maqedoncit dërguar KFOR-it ndez debat të madh

Artikulli në koment ";https://www.facebook.com/nacionalecom/posts/923790989936587?comment_id=1606544503323887;https://www.facebook.com/nacionalecom/posts/pfbid02b7yemTxDRyAsEUtgF4qTiaUTrWgFFVdb6p6rFhcdmozeC391gBMhVZcr8Xk3Y17Kl;;;;NACIONALE
01JH5S6F2047MRWHFGFA9WEB2C;Ehh ky inati qka me bo kryetar kur qeveria po e sheh se ju si Komunë keni bërë punë 10 fish më të mëdha sesa qeveria atëher nga xhelozia kta mundohen me ndërkëmbëza me të blloku, respekt kryetar për punën që keni bë dhe po e bëni, qytetarët po i shohin gjërat veq ktyre xhelozav ju kan qorru syt e sen spo shohin!;2;2.0;2025-01-09 14:58:48+00:00;"“Nuk po e japin garancinë që projekti të vazhdojë”/ Përparim Rama akuzon Qeverinë se po e bllokon projektin për Unazën e Kryeqytetit 

#kanal10";https://www.facebook.com/Kanal10.live/videos/1846938876148718/?comment_id=1284829286171520;https://www.facebook.com/Kanal10.live/videos/1846938876148718/;;;;KANAL_10
01JH5T3JPG9PD5MTBE4AFN2712;BASHKA ME AMKADEMIKUN;1;2.0;2025-01-09 15:14:42+00:00;"""Pa Albin Kurtin nuk do të ketë Kosovë, do të ketë Kosovë të coptume, me pjesën ma vitale të shtetit të Kosovës. Ajo Kosovë nuk na vynë neve.""";https://www.facebook.com/nacionalecom/posts/pfbid035iswZzNoN6tkCsrTWESyHfJ6k8FXKGKNrGr7EuTAiEoTUfjUh4yGF2PKiQGPwfkyl?comment_id=914399477350333;https://www.facebook.com/nacionalecom/posts/pfbid035iswZzNoN6tkCsrTWESyHfJ6k8FXKGKNrGr7EuTAiEoTUfjUh4yGF2PKiQGPwfkyl;;;;NACIONALE
01JH5T8GX0D0JGNR9T2F2MX5J6;Kurr ne vete kta sun vin ma lavazh truri;2;0.0;2025-01-09 15:17:24+00:00;"Si i del hesapi VV-së? 

(Shkruan: Col Mehmeti)";https://www.facebook.com/nacionalecom/posts/pfbid035G86Da77kiwbxNdv81qvF2bnkvsYtW69Fd4GMFSd1AD4aBeD1jdQh514zLpp9eRzl?comment_id=2964166307090050;https://www.facebook.com/nacionalecom/posts/pfbid021QgP2uBHuPTkLf3YyVz7jyFSse6M7aVrApi5Qw7o4c3D7fEM8f7v4GXQ7yyUcLzPl;;;;NACIONALE
01JH5TQV4GQ53QWWZWZQ067NB6;analafabetat e kesaj qeverie;2;0.0;2025-01-09 15:25:46+00:00;Zëdhënësi i VV-së, i cili s’njihet për filozofi, e ka shpjeguar nderin, duke e shquar edhe nderin nga matematika.;https://www.facebook.com/nacionalecom/posts/pfbid0ai4XQJZjYm1xyUDgY9NQ4AsMrUe8T2WvFvwm7VxtvrecESQ9jHaM7zgw22TCLUzXl?comment_id=2028825534223321;https://www.facebook.com/nacionalecom/posts/pfbid02eFhiKUC6Q2fnbjZ36R9V7qgoMopXBifccBGVpFdz111vZg48vXNe21gSBJSdhkDql;;;;NACIONALE
01JH5TZ4H80R4VNAQWEKV8P6SJ;Hikne more ket Gomar pi studiove televizive se po i gerdit njerzit me hap TV.;2;14.0;2025-01-09 15:29:45+00:00;"“Ekonomia zero – Pagat shkret”/ Matoshi ashpër krititikon punën e Qeverisë Kurti 

#kanal10 #politko";https://www.facebook.com/Kanal10.live/videos/1619663191969035/?comment_id=590145983952546;https://www.facebook.com/Kanal10.live/videos/1619663191969035/;;;;KANAL_10
01JH5TZS1GS28SMK81PXTV2MNB;Ky per kartik edhe fmin esht ne gjendje ti sakrifikoj fashisti;2;2.0;2025-01-09 15:30:06+00:00;"""Do të ketë pije e muzikë”: Ftesa që po marrin nxënësit e shkollave të mesme për tubimet e Kurtit

Lajmi në koment";https://www.facebook.com/nacionalecom/posts/pfbid0VvLgvvGrhq3yfunbbyGM4kcbuaA9gA6mvtwA8wtGtGwJJzYEyN5YaDvRy2kKCzSZl?comment_id=1578611696361175;https://www.facebook.com/nacionalecom/posts/pfbid02ZTysr5uDZ4YnLGsD66yUzpbe5eAxFnT6RZ8ohnFSA3ReHRxGJNkPBW67UiAJF4Mnl;;;;NACIONALE
01JH5W3BQ0EPHFPN6BY3R9D4MN;Marrja brinat sti qet ,qfar partie kjo far mashtruse qysh mendon me lyp vot kujna se!;2;1.0;2025-01-09 15:49:32+00:00;Kusari-Lila mbledh partinë;https://www.facebook.com/nacionalecom/posts/pfbid0VNqQ5As6N2DSL4qJnToZHzq7SUY3NSzeJWw4aQERAi4eE5hzH15zhgy4Y25oEJDl?comment_id=1757411088164715;https://www.facebook.com/nacionalecom/posts/pfbid025WyYstNRmPR2nZKwJaw6pz4WVzdCRAgiYvqpGa5zEpeL6SfFp7pZ61xgtLSQCQgvl;;;;NACIONALE
01JH5WHKRRZMN05SYWDW8VZB6J;Kondomi vv-s i perdorur ;2;8.0;2025-01-09 15:57:19+00:00;Deputeti i Vetëvendosjes me llogari propaganduese në TikTok? Mefail Bajqinovci nuk i përgjigjet Nacionales;https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/?comment_id=476841635139379;https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/;;;;NACIONALE
01JH5WQ6FGWS1MJQ32K3WM3HEQ;Shum e komplikuar    a me dergu direkt ne Adresss ne kosov  apo ne kete adress qe keni publiku  Nga gjermania Dmth    apo si duhet me vepru;0;0;2025-01-09 16:00:22+00:00;"Të gjithë shtetasit e Kosovës të cilët jeni regjistruar për të votuar përmes postës, adresat e kutive postare të KQZ-së jashtë Kosovës por edhe të kutisë postare të KQZ-së në Kosovë, mund t’i gjeni këtu: 

https://kqz-ks.org/keto-jane-adresat-e-kutive-postare-ne-23-shtete-per-votimin-jashte-kosoves-per-votuesit-e-regjistruar-per-te-votuar-permes-postes/

#zgjedhjet2025 #diasporavoton #kosova #kqz";https://www.facebook.com/kqzkosova/posts/pfbid0rEw9rQTL9quTks8jZquaF3y4ncp3YdCeYPnH3czhiShAu9bS5aKyfmZERPQghVbsl?comment_id=624838646740475;https://www.facebook.com/kqzkosova/posts/pfbid0rEw9rQTL9quTks8jZquaF3y4ncp3YdCeYPnH3czhiShAu9bS5aKyfmZERPQghVbsl;;;;KQZ
01JH5WQS184FMQCQAPVJAEC131;Bajqinofci  asht vllau radojqiqit dhe albinit;2;12.0;2025-01-09 16:00:41+00:00;Deputeti i Vetëvendosjes me llogari propaganduese në TikTok? Mefail Bajqinovci nuk i përgjigjet Nacionales;https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/?comment_id=1121275882823609;https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/;;;;NACIONALE
01JH5WREGR0YCNG4HEAHWV7648;Rrespekt Akademik shala te lumt krejt vv sbajn sa ju as kurr skan me be;2;0;2025-01-09 16:01:03+00:00;"""Gjasat që LDK-ja t’i fitojë zgjedhjet janë shumë të mëdha"", parashikimi i Kujtim Shalës në Debat Plus";https://www.facebook.com/dukagjinidebatplus/videos/900505492296819/?comment_id=938096548461807;https://www.facebook.com/dukagjinidebatplus/videos/900505492296819/;;;;DEBAT_PLUS
01JH5X7XMGYW1FTKHTD37MAQ2E;Turpi e mbuloft;2;8.0;2025-01-09 16:09:30+00:00;Deputeti i Vetëvendosjes me llogari propaganduese në TikTok? Mefail Bajqinovci nuk i përgjigjet Nacionales;https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/?comment_id=9109130382504658;https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/;;;;NACIONALE
01JH5XBCZ033X9225MFSZGDYW6;Pshurre nta, sja vlen me fole per ate gomar, gati krejt jane te njejte.;2;9.0;2025-01-09 16:11:24+00:00;Deputeti i Vetëvendosjes me llogari propaganduese në TikTok? Mefail Bajqinovci nuk i përgjigjet Nacionales;https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/?comment_id=1144787873728177;https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/;;;;NACIONALE
01JH5XK6Z0776HX2P5NNYEE923;VVC dhe njerezit e sajë janë dora e zgjatur e Serbis ne Kosovë , nuk di qysh qohet njeri me men ne kry ja jep voten nje njeri te tillë;2;29.0;2025-01-09 16:15:40+00:00;Deputeti i Vetëvendosjes me llogari propaganduese në TikTok? Mefail Bajqinovci nuk i përgjigjet Nacionales;https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/?comment_id=981897450425143;https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/;;;;NACIONALE
01JH5XTBFGS61VSF52SV7S5AGB;Në ksi xhendje ka ardhë turp  ndytësin;2;1.0;2025-01-09 16:19:34+00:00;Deputeti i Vetëvendosjes me llogari propaganduese në TikTok? Mefail Bajqinovci nuk i përgjigjet Nacionales;https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/?comment_id=3960171027643015;https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/;;;;NACIONALE
01JH5Y3S7R5XKTQSAY6BKYH8SE;Kur deshtosh e fajsosht qetor kont;2;0.0;2025-01-09 16:24:43+00:00;"“Nuk po e japin garancinë që projekti të vazhdojë”/ Përparim Rama akuzon Qeverinë se po e bllokon projektin për Unazën e Kryeqytetit 

#kanal10";https://www.facebook.com/Kanal10.live/videos/1846938876148718/?comment_id=1660189438213777;https://www.facebook.com/Kanal10.live/videos/1846938876148718/;;;;KANAL_10
