ID,Comment,Likes Count,Comment Timestamp,postTitle,Comment URL,Post URL,Annot 1,Annot 2,Annot 3,Final Annotation,Source,,
01JH5MQ540AWBY3AT34X3JZ7PP,"Komisioni Qendror i Zgjedhjeve ku mund t'a shkarkojme fletevotimin, a keni ndonje link te fletevotimit origjinal ?!",0,2025-01-09 13:40:32+00:00," Komisioni Qendror i Zgjedhjeve ka njoftuar individualisht të gjithë votuesit e regjistruar për të votuar përmes postës për procedurën e votimit. ✉️️

 Të gjithë shtetasit e Kosovës që janë regjistruar për të votuar përmes postës, për të dërguar pakon me fletëvotim në kutinë postare të KQZ-së në Kosovë ose në ndonjërën nga kutitë postare të KQZ-së jashtë Kosovës, duhet të ndjekin udhëzimet e KQZ-së për votimin përmes postës.

 Hapi 1: Plotësoni fletëvotimin
1️⃣ Shkarkoni dhe printoni fletëvotimin.

Në anën e majtë të fletëvotimit janë të renditura subjektet politike. ✅ Zgjidhni vetëm një subjekt politik.
Në anën e djathtë, mund të votoni deri në dhjetë kandidatë. 

2️⃣ Pasi të plotësoni fletëvotimin:
Paloseni fletëvotimin, vendoseni brenda zarfit dhe mbylleni zarfin.

❌ Mos shkruani asgjë mbi zarfin!

 Hapi 2: Dërgoni fletëvotimin

1️⃣ Printoni dëftesën e regjistrimit që e keni pranuar përmes email-it gjatë periudhës së regjistrimit.

2️⃣ Brenda zarfit të dytë, vendosni:
Zarfin e mbyllur me fletëvotimin e plotësuar.
 Dëftesën e regjistrimit.

3️⃣ Mbi zarfin e dytë:
Shënoni adresën e kutisë postare të KQZ-së (bashkangjitur në këtë email gjeni adresat e kutive postare të KQZ-së).
Vendosni një pullë postare. ✉️

4️⃣ Dërgojeni zarfin në postën më të afërt të shtetit ku jetoni. 

⚠️ Kujdes! Që fletëvotimi juaj të jetë i vlefshëm:
Dërgesa duhet të jetë individuale (nuk mund të përfshini fletëvotime për anëtarët e familjes apo persona të tjerë). 
Zarfi duhet të ketë pullën postare dhe të dërgohet nga shteti ku jeni regjistruar. ✅✈️",https://www.facebook.com/kqzkosova/posts/pfbid0284JHyab6cnq7faSaXTzCeXfzhNq6iLfjr1k4hfUf7Bd4p65HgEtZ8HXreWm45dHpl?comment_id=2288169941546712,https://www.facebook.com/kqzkosova/posts/pfbid0284JHyab6cnq7faSaXTzCeXfzhNq6iLfjr1k4hfUf7Bd4p65HgEtZ8HXreWm45dHpl,,0,,0,KQZ,,
01JH5MXT0GN3EKMCT3RCVDM4PE,Kanë frikë prej teje me gjasë!,0,2025-01-09 13:44:10+00:00,Ahmeti sqaron se pse Kanal10 nuk gjendet në listën e bojkotit të VV-së,https://www.facebook.com/Kanal10.live/posts/pfbid02zyfnuGSjsfoFGq7vq5JQgEEdXiavjQVfVzVohx8pyMHNFYdJC7hVtC4q7wMkbxANl?comment_id=586602037614617,https://www.facebook.com/Kanal10.live/posts/pfbid0w8E5ibWv2EPTNq9zMBYg2mMRmfKmwpQJC2LFnSXoeGJF6hJaTvKvbpTmgFnczVsjl,,0,,0,KANAL_10,,
01JH5NM7S80FSZQYVN09N2WK1Z,Dy  vet  e nji njeri  kokan qaty,3,2025-01-09 13:56:25+00:00,Kusari-Lila mbledh partinë,https://www.facebook.com/nacionalecom/posts/pfbid0VNqQ5As6N2DSL4qJnToZHzq7SUY3NSzeJWw4aQERAi4eE5hzH15zhgy4Y25oEJDl?comment_id=1285140716151756,https://www.facebook.com/nacionalecom/posts/pfbid025WyYstNRmPR2nZKwJaw6pz4WVzdCRAgiYvqpGa5zEpeL6SfFp7pZ61xgtLSQCQgvl,,0,,0,NACIONALE,,
01JH5NX8V8ZA2SVY7SQJ05KABP,Nacionale.com  kishe pak njerz se me kan as qe kish shkru,0,2025-01-09 14:01:21+00:00,Kusari-Lila mbledh partinë,https://www.facebook.com/nacionalecom/posts/pfbid0VNqQ5As6N2DSL4qJnToZHzq7SUY3NSzeJWw4aQERAi4eE5hzH15zhgy4Y25oEJDl?comment_id=966706302091538,https://www.facebook.com/nacionalecom/posts/pfbid025WyYstNRmPR2nZKwJaw6pz4WVzdCRAgiYvqpGa5zEpeL6SfFp7pZ61xgtLSQCQgvl,,0,,0,NACIONALE,,
01JH5PCJ3GDS62XNMEP3DHGTT3,Te lumt zoti ramani kurtoviqi u me sindikaten e shkive kunder kosovs,0,2025-01-09 14:09:42+00:00,"Rrahman Jasharaj: Qeveria Kurti na nxori si armiq të tyre, por ata vetë janë armiq të Sindikatave",https://www.facebook.com/nacionalevideosofficial/videos/1176177274074446/?comment_id=611254718028668,https://www.facebook.com/nacionalevideosofficial/videos/1176177274074446/,,2,,2,NACIONALE,,
01JH5Q7JBRCQTCMAETS9RVDKEM,Sajë  përket cërnagorit me sy mbyllur në turmën e njerëzve e gjenë një më të mirë se ky rrenci mashtrusi dezertori shpifësi o të pa tru të vvc,1,2025-01-09 14:24:27+00:00,A e mbani mend kur Kurti e ftonte në debate Hashim Thaçin?,https://www.facebook.com/nacionalecom/posts/pfbid02Xo7UjZ6Dvw1X4Y38ZC6nq2wYKW6o9CqNvLPBGsPYwwRFGSYGyWDribuMUUjYThnrl?comment_id=452061974642571,https://www.facebook.com/nacionalecom/posts/pfbid02Xo7UjZ6Dvw1X4Y38ZC6nq2wYKW6o9CqNvLPBGsPYwwRFGSYGyWDribuMUUjYThnrl,,2,,2,NACIONALE,,
01JH5QYGQR2X7WSDN2QEZET0RT,A hajni I loderes,1,2025-01-09 14:36:59+00:00,"“Nuk po e japin garancinë që projekti të vazhdojë”/ Përparim Rama akuzon Qeverinë se po e bllokon projektin për Unazën e Kryeqytetit 

#kanal10",https://www.facebook.com/Kanal10.live/videos/1846938876148718/?comment_id=571163345902548,https://www.facebook.com/Kanal10.live/videos/1846938876148718/,,2,,2,KANAL_10,,
01JH5R5JAG59XNXPG8CGD9GFS3,"Sepse ky qaq rrenc e tradhtar qe eshte , vazhdon me i rrejt votues e vet.",8,2025-01-09 14:40:50+00:00,"Thaçit ia publikoi, pse Kurti të vetën jo? Letra e Maqedoncit dërguar KFOR-it ndez debat të madh

Artikulli në koment ",https://www.facebook.com/nacionalecom/posts/pfbid0XaLTrJKragghjCEvXD44ZYravY3Lw3ERsPsJCMujWM6odvXcrFgmJ3WoJYAUMZ9Vl?comment_id=403404629461471,https://www.facebook.com/nacionalecom/posts/pfbid02b7yemTxDRyAsEUtgF4qTiaUTrWgFFVdb6p6rFhcdmozeC391gBMhVZcr8Xk3Y17Kl,,2,,2,NACIONALE,,
01JH5RDXX0ZZ3HGYMA2NPBRR35,Sepse jan far e flliq lista zdravo,7,2025-01-09 14:45:24+00:00,"Thaçit ia publikoi, pse Kurti të vetën jo? Letra e Maqedoncit dërguar KFOR-it ndez debat të madh

Artikulli në koment ",https://www.facebook.com/nacionalecom/posts/923790989936587?comment_id=1260925791682471,https://www.facebook.com/nacionalecom/posts/pfbid02b7yemTxDRyAsEUtgF4qTiaUTrWgFFVdb6p6rFhcdmozeC391gBMhVZcr8Xk3Y17Kl,,2,,2,NACIONALE,,
01JH5RRET8QC3M8BCV8SXPJWNJ,kesaj qeverije te mashtrimit e te rrenes nuk i dhimbet djersa e popullit a mos po i dhan paret e veta,3,2025-01-09 14:51:09+00:00,"""Do të ketë pije e muzikë”: Ftesa që po marrin nxënësit e shkollave të mesme për tubimet e Kurtit

Lajmi në koment",https://www.facebook.com/nacionalecom/posts/pfbid0VvLgvvGrhq3yfunbbyGM4kcbuaA9gA6mvtwA8wtGtGwJJzYEyN5YaDvRy2kKCzSZl?comment_id=1111591787175111,https://www.facebook.com/nacionalecom/posts/pfbid02ZTysr5uDZ4YnLGsD66yUzpbe5eAxFnT6RZ8ohnFSA3ReHRxGJNkPBW67UiAJF4Mnl,,2,,2,NACIONALE,,
01JH5RRMNRBBG9CQ1WC0F6F1BP,Plas thi t'i ushqejm qent,34,2025-01-09 14:51:15+00:00,"“Ekonomia zero – Pagat shkret”/ Matoshi ashpër krititikon punën e Qeverisë Kurti 

#kanal10 #politko",https://www.facebook.com/Kanal10.live/videos/1619663191969035/?comment_id=471791042366905,https://www.facebook.com/Kanal10.live/videos/1619663191969035/,,2,,2,KANAL_10,,
01JH5RW9VRKG50MC136HDYFGNS,"Euu ku je Gargamell , ka I ki shtrumfat , qyp atje",16,2025-01-09 14:53:15+00:00,"“Ekonomia zero – Pagat shkret”/ Matoshi ashpër krititikon punën e Qeverisë Kurti 

#kanal10 #politko",https://www.facebook.com/Kanal10.live/videos/1619663191969035/?comment_id=517267354035361,https://www.facebook.com/Kanal10.live/videos/1619663191969035/,,2,,2,KANAL_10,,
01JH5S22E0BAF54P7JZ5GPZS0J,"Sepse Thaqi ska vepru vetëm për interesa personale apo për mi përqa shqiptarët.
Kurse bin tradhtari eka interesin në përqarjën e shqiptarve për tja lehtësu /munsu shkatrrimin e shtetit!",9,2025-01-09 14:56:24+00:00,"Thaçit ia publikoi, pse Kurti të vetën jo? Letra e Maqedoncit dërguar KFOR-it ndez debat të madh

Artikulli në koment ",https://www.facebook.com/nacionalecom/posts/923790989936587?comment_id=1606544503323887,https://www.facebook.com/nacionalecom/posts/pfbid02b7yemTxDRyAsEUtgF4qTiaUTrWgFFVdb6p6rFhcdmozeC391gBMhVZcr8Xk3Y17Kl,,2,,2,NACIONALE,,
01JH5S6F20Z10TG3R1VCR5V755,"Ehh ky inati qka me bo kryetar kur qeveria po e sheh se ju si Komunë keni bërë punë 10 fish më të mëdha sesa qeveria atëher nga xhelozia kta mundohen me ndërkëmbëza me të blloku, respekt kryetar për punën që keni bë dhe po e bëni, qytetarët po i shohin gjërat veq ktyre xhelozav ju kan qorru syt e sen spo shohin!",2,2025-01-09 14:58:48+00:00,"“Nuk po e japin garancinë që projekti të vazhdojë”/ Përparim Rama akuzon Qeverinë se po e bllokon projektin për Unazën e Kryeqytetit 

#kanal10",https://www.facebook.com/Kanal10.live/videos/1846938876148718/?comment_id=1284829286171520,https://www.facebook.com/Kanal10.live/videos/1846938876148718/,,0,,0,KANAL_10,,
01JH5T3JPGCJ97Q8GS852G2HYZ,BASHKA ME AMKADEMIKUN,2,2025-01-09 15:14:42+00:00,"""Pa Albin Kurtin nuk do të ketë Kosovë, do të ketë Kosovë të coptume, me pjesën ma vitale të shtetit të Kosovës. Ajo Kosovë nuk na vynë neve.""",https://www.facebook.com/nacionalecom/posts/pfbid035iswZzNoN6tkCsrTWESyHfJ6k8FXKGKNrGr7EuTAiEoTUfjUh4yGF2PKiQGPwfkyl?comment_id=914399477350333,https://www.facebook.com/nacionalecom/posts/pfbid035iswZzNoN6tkCsrTWESyHfJ6k8FXKGKNrGr7EuTAiEoTUfjUh4yGF2PKiQGPwfkyl,,0,,0,NACIONALE,,
01JH5T8GX03QZ5MPKPWJ8Z5PNW,Kurr ne vete kta sun vin ma lavazh truri,0,2025-01-09 15:17:24+00:00,"Si i del hesapi VV-së? 

(Shkruan: Col Mehmeti)",https://www.facebook.com/nacionalecom/posts/pfbid035G86Da77kiwbxNdv81qvF2bnkvsYtW69Fd4GMFSd1AD4aBeD1jdQh514zLpp9eRzl?comment_id=2964166307090050,https://www.facebook.com/nacionalecom/posts/pfbid021QgP2uBHuPTkLf3YyVz7jyFSse6M7aVrApi5Qw7o4c3D7fEM8f7v4GXQ7yyUcLzPl,,2,,2,NACIONALE,,
01JH5TQV4GWRFPN5S8Q9PB180P,analafabetat e kesaj qeverie,0,2025-01-09 15:25:46+00:00,"Zëdhënësi i VV-së, i cili s’njihet për filozofi, e ka shpjeguar nderin, duke e shquar edhe nderin nga matematika.",https://www.facebook.com/nacionalecom/posts/pfbid0ai4XQJZjYm1xyUDgY9NQ4AsMrUe8T2WvFvwm7VxtvrecESQ9jHaM7zgw22TCLUzXl?comment_id=2028825534223321,https://www.facebook.com/nacionalecom/posts/pfbid02eFhiKUC6Q2fnbjZ36R9V7qgoMopXBifccBGVpFdz111vZg48vXNe21gSBJSdhkDql,,2,,2,NACIONALE,,
01JH5TZ4H8E1EZRKPG3BF5XQHR,Hikne more ket Gomar pi studiove televizive se po i gerdit njerzit me hap TV.,14,2025-01-09 15:29:45+00:00,"“Ekonomia zero – Pagat shkret”/ Matoshi ashpër krititikon punën e Qeverisë Kurti 

#kanal10 #politko",https://www.facebook.com/Kanal10.live/videos/1619663191969035/?comment_id=590145983952546,https://www.facebook.com/Kanal10.live/videos/1619663191969035/,,2,,2,KANAL_10,,
01JH5TZS1G8VWNGMC6Y7C53857,Ky per kartik edhe fmin esht ne gjendje ti sakrifikoj fashisti,2,2025-01-09 15:30:06+00:00,"""Do të ketë pije e muzikë”: Ftesa që po marrin nxënësit e shkollave të mesme për tubimet e Kurtit

Lajmi në koment",https://www.facebook.com/nacionalecom/posts/pfbid0VvLgvvGrhq3yfunbbyGM4kcbuaA9gA6mvtwA8wtGtGwJJzYEyN5YaDvRy2kKCzSZl?comment_id=1578611696361175,https://www.facebook.com/nacionalecom/posts/pfbid02ZTysr5uDZ4YnLGsD66yUzpbe5eAxFnT6RZ8ohnFSA3ReHRxGJNkPBW67UiAJF4Mnl,,2,,2,NACIONALE,,
01JH5W3BQ0N7PF4E6EKNE05J9S,"Marrja brinat sti qet ,qfar partie kjo far mashtruse qysh mendon me lyp vot kujna se!",1,2025-01-09 15:49:32+00:00,Kusari-Lila mbledh partinë,https://www.facebook.com/nacionalecom/posts/pfbid0VNqQ5As6N2DSL4qJnToZHzq7SUY3NSzeJWw4aQERAi4eE5hzH15zhgy4Y25oEJDl?comment_id=1757411088164715,https://www.facebook.com/nacionalecom/posts/pfbid025WyYstNRmPR2nZKwJaw6pz4WVzdCRAgiYvqpGa5zEpeL6SfFp7pZ61xgtLSQCQgvl,,2,,2,NACIONALE,,
01JH5WHKRR332YA7K8A5M092CA,Kondomi vv-s i perdorur ,8,2025-01-09 15:57:19+00:00,Deputeti i Vetëvendosjes me llogari propaganduese në TikTok? Mefail Bajqinovci nuk i përgjigjet Nacionales,https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/?comment_id=476841635139379,https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/,,2,,2,NACIONALE,,
01JH5WQ6FGN0Y9WJKGK8NDDBDD,Shum e komplikuar    a me dergu direkt ne Adresss ne kosov  apo ne kete adress qe keni publiku  Nga gjermania Dmth    apo si duhet me vepru,0,2025-01-09 16:00:22+00:00,"Të gjithë shtetasit e Kosovës të cilët jeni regjistruar për të votuar përmes postës, adresat e kutive postare të KQZ-së jashtë Kosovës por edhe të kutisë postare të KQZ-së në Kosovë, mund t’i gjeni këtu: 

https://kqz-ks.org/keto-jane-adresat-e-kutive-postare-ne-23-shtete-per-votimin-jashte-kosoves-per-votuesit-e-regjistruar-per-te-votuar-permes-postes/

#zgjedhjet2025 #diasporavoton #kosova #kqz",https://www.facebook.com/kqzkosova/posts/pfbid0rEw9rQTL9quTks8jZquaF3y4ncp3YdCeYPnH3czhiShAu9bS5aKyfmZERPQghVbsl?comment_id=624838646740475,https://www.facebook.com/kqzkosova/posts/pfbid0rEw9rQTL9quTks8jZquaF3y4ncp3YdCeYPnH3czhiShAu9bS5aKyfmZERPQghVbsl,,0,,0,KQZ,,
01JH5WQS18543RCYA9TSMDREGZ,Bajqinofci  asht vllau radojqiqit dhe albinit,12,2025-01-09 16:00:41+00:00,Deputeti i Vetëvendosjes me llogari propaganduese në TikTok? Mefail Bajqinovci nuk i përgjigjet Nacionales,https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/?comment_id=1121275882823609,https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/,,0,,0,NACIONALE,,
01JH5WREGR04QSN7EKD6YGJGZK,Rrespekt Akademik shala te lumt krejt vv sbajn sa ju as kurr skan me be,0,2025-01-09 16:01:03+00:00,"""Gjasat që LDK-ja t’i fitojë zgjedhjet janë shumë të mëdha"", parashikimi i Kujtim Shalës në Debat Plus",https://www.facebook.com/dukagjinidebatplus/videos/900505492296819/?comment_id=938096548461807,https://www.facebook.com/dukagjinidebatplus/videos/900505492296819/,,0,,0,DEBAT_PLUS,,
01JH5X7XMG4EP05V68J0YMQEZ9,Turpi e mbuloft,8,2025-01-09 16:09:30+00:00,Deputeti i Vetëvendosjes me llogari propaganduese në TikTok? Mefail Bajqinovci nuk i përgjigjet Nacionales,https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/?comment_id=9109130382504658,https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/,,2,,2,NACIONALE,,
01JH5XBCZ0Q0NT73SF5KN05YZ0,"Pshurre nta, sja vlen me fole per ate gomar, gati krejt jane te njejte.",9,2025-01-09 16:11:24+00:00,Deputeti i Vetëvendosjes me llogari propaganduese në TikTok? Mefail Bajqinovci nuk i përgjigjet Nacionales,https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/?comment_id=1144787873728177,https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/,,2,,2,NACIONALE,,
01JH5XK6Z0ZBMGGC19K7GQF5R8,"VVC dhe njerezit e sajë janë dora e zgjatur e Serbis ne Kosovë , nuk di qysh qohet njeri me men ne kry ja jep voten nje njeri te tillë",29,2025-01-09 16:15:40+00:00,Deputeti i Vetëvendosjes me llogari propaganduese në TikTok? Mefail Bajqinovci nuk i përgjigjet Nacionales,https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/?comment_id=981897450425143,https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/,,2,,2,NACIONALE,,
01JH5XTBFGH0FJ4WWTV5CA17BN,Në ksi xhendje ka ardhë turp  ndytësin,1,2025-01-09 16:19:34+00:00,Deputeti i Vetëvendosjes me llogari propaganduese në TikTok? Mefail Bajqinovci nuk i përgjigjet Nacionales,https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/?comment_id=3960171027643015,https://www.facebook.com/nacionalevideosofficial/videos/1531061780910931/,,2,,2,NACIONALE,,
01JH5Y3S7RN6G30Y1CN62Y4SFT,Kur deshtosh e fajsosht qetor kont,0,2025-01-09 16:24:43+00:00,"“Nuk po e japin garancinë që projekti të vazhdojë”/ Përparim Rama akuzon Qeverinë se po e bllokon projektin për Unazën e Kryeqytetit 

#kanal10",https://www.facebook.com/Kanal10.live/videos/1846938876148718/?comment_id=1660189438213777,https://www.facebook.com/Kanal10.live/videos/1846938876148718/,,0,,0,KANAL_10,,
